food_id,alias,alias_type,language
food_5b76558d,russian salad,primary,en
food_b2135c0e,rye bread,primary,en
food_f1ec7fe2,rye crispbread,primary,en
food_e4cf6844,s'more,primary,en
food_d714c083,saath,primary,en
food_e767fd89,sabudana khichadi,primary,en
food_dbecf302,sabudana khichdi,primary,en
food_888bc6c6,sabudana vada,primary,en
food_f9ce7ff9,safed maas,primary,en
food_e0194f52,saffron,primary,en
food_a81346c5,saffron biscuit,primary,en
food_a81346c5,kesar biscuit,regional,hi
food_674f1e84,saffron milk,primary,en
food_674f1e84,kesariya doodh,regional,hi
food_fdad37af,sage,primary,en
food_eb766bb4,sago cutlet/vadas,primary,en
food_eb766bb4,sabudana cutlet/vadas,regional,hi
food_6373fa5f,sago khitchdi/khichri,primary,en
food_6373fa5f,sabudana khitchdi/khichri,regional,hi
food_00157e1b,sajina,primary,en
food_06aee57c,sajjige,primary,en
food_0ae53931,sake,primary,en
food_fbd461c0,sakinalu,primary,en
food_07b1330b,sakkara pongal,primary,en
food_6007db65,salami,primary,en
food_4131fb29,salami sandwich,primary,en
food_05ea2b12,salmon,primary,en
food_c6f4a081,salsa,primary,en
food_810a8bb7,salt,primary,en
food_95971ee3,saltimbocca,primary,en
food_8b272ea0,saltine crackers,primary,en
food_5bddb797,sambar,primary,en
food_b5864474,sambar powder,primary,en
food_b5864474,sambar masala,regional,hi
food_3846053a,samosa,primary,en
food_32f34808,sandesh,primary,en
food_97b0ec15,sandige,primary,en
food_9942a43c,santula,primary,en
food_ed29f0d0,sarson ka saag,primary,en
food_e0616780,sarson saag,primary,en
food_1ca6efa7,sarva pindi,primary,en
food_14329d18,sashimi,primary,en
food_f8697982,sattu drink,primary,en
food_972e78dc,sattu ki roti,primary,en
food_2e09ec90,sattu paratha,primary,en
food_eaacc7f4,sattu sharbat,primary,en
food_3edf43c1,sauerkraut,primary,en
food_fdde6b1b,saunth/sonth chutney with ginger,primary,en
food_cbb295d0,saunth/sonth chutney with tamarind/imli,primary,en
food_853bde10,sausage link,primary,en
food_3c94d060,sauteed radishes with green beans,primary,en
food_ffed3e95,savoury cheese horns,primary,en
food_1524087a,savoury puffs,primary,en
food_ac06e06a,sawhchiar,primary,en
food_582d32bb,scallops,primary,en
food_4a01fe5e,schezwan chutney,primary,en
food_650e82c1,scotch egg,primary,en
food_55aacce2,scrambled egg,primary,en
food_55aacce2,ande ki bhurji,regional,hi
food_d4537076,scrambled eggs,primary,en
food_d2524122,sea salt,primary,en
food_94051129,seaweed salad,primary,en
food_24e83426,seitan,primary,en
food_95601e6d,sel roti,primary,en
food_fa7a6422,semolina burfi,primary,en
food_fa7a6422,suji/rava burfi,regional,hi
food_13a0fa5a,semolina cake,primary,en
food_13a0fa5a,suji/rava cake,regional,hi
food_55523b16,semolina carrot vada,primary,en
food_55523b16,suji gajar vada,regional,hi
food_3eea3186,semolina dhokla,primary,en
food_3eea3186,suji/rava dhokla,regional,hi
food_0e8df8ad,semolina dosa,primary,en
food_0e8df8ad,suji/rava dosa,regional,hi
food_1885dc56,semolina halwa,primary,en
food_1885dc56,suji ka halwa,regional,hi
food_dcbec9b9,semolina idli,primary,en
food_dcbec9b9,suji/rava idli,regional,hi
food_dbd6d3a4,semolina kheer,primary,en
food_dbd6d3a4,suji/rava kheer,regional,hi
food_138821e4,semolina ladoo with coconut,primary,en
food_138821e4,suji/rava aur nariyal ke ladoo,regional,hi
food_1e663a02,semolina ladoo with khoya,primary,en
food_1e663a02,suji/rava aur khoye ke ladoo,regional,hi
food_15965c48,semolina ladoo with nuts,primary,en
food_15965c48,suji/rava ladoo with nuts,regional,hi
food_7541e5ad,semolina milk drink,primary,en
food_7541e5ad,thari kanji,regional,hi
food_9aedac7c,semolina porridge,primary,en
food_9aedac7c,suji/rava daliya,regional,hi
food_5c4b64aa,semolina upma,primary,en
food_5c4b64aa,suji/rava upma,regional,hi
food_43a04ab7,sesame biscuit,primary,en
food_43a04ab7,til ke biscuit,regional,hi
food_9f144fa2,sesame chickpeas brittle,primary,en
food_9f144fa2,til aur channe ki chikki,regional,hi
food_8183487a,sesame ladoo,primary,en
food_8183487a,til ke ladoo,regional,hi
food_a1fa6697,sesame oil,primary,en
food_6f5aff1a,sesame toast,primary,en
food_7ed7d455,sev,primary,en
food_7ed7d455,omapodi/karapusa,regional,hi
food_98ccf74f,sev khamani,primary,en
food_0e485e7e,sev tameta,primary,en
food_06cbecd7,sev usal,primary,en
food_926749a9,sevai,primary,en
food_514c6f35,sha phal,primary,en
food_50c02e81,shahi chicken masala,primary,en
food_338fe0ad,shahi keema kofta curry,primary,en
food_127d8bfa,shahi paneer,primary,en
food_2af3c70f,shahi suji halwa,primary,en
food_d3dbe9cc,shahi tukra,primary,en
food_081e2410,shahi tukre,primary,en
food_3ef2dfc0,shakarpara,primary,en
food_0fb5142a,shami kebab,primary,en
food_1dd6a732,shammi kebab,primary,en
food_f12f4294,shankarpali,primary,en
food_d3478122,shawarma,primary,en
food_36debc53,sheer chai,primary,en
food_6e422627,shepherd's pie,primary,en
food_6e422627,vegetarian,regional,hi
food_6e422627,with minced meat,regional,hi
food_b4ddd712,shiro,primary,en
food_b703ffb5,shish tawook,primary,en
food_a763783b,shishu ahar,primary,en
food_c4058cb7,shondesh,primary,en
food_3be97ce8,shorshe ilish,primary,en
food_49001d92,short bread cookies,primary,en
food_d40fe4be,short crust pastry,primary,en
food_efce5cbe,shredded cheese,primary,en
food_7189d930,shrikhand,primary,en
food_325c3c92,shrimp,primary,en
food_7335747f,shrimp cocktail,primary,en
food_ecd786d0,shrimp scampi,primary,en
food_ba67a995,shukto,primary,en
food_22911fff,siddu,primary,en
food_1a334695,side salad,primary,en
food_1c14475b,sikkimese pork curry,primary,en
food_238268c5,silken tofu,primary,en
food_e1396fea,simple syrup,primary,en
food_786bc409,singhada lapsi,primary,en
food_84b41e97,singju,primary,en
food_91a7ad76,singori,primary,en
food_603ebbaa,skirt steak,primary,en
food_ec29d576,small onion pickle,primary,en
food_9c79fed3,smoked pork,primary,en
food_6199fb7d,smoked pork with bamboo shoot,primary,en
food_dfc468ce,smoothie,primary,en
food_029fd66c,snow flakes pudding,primary,en
food_9b7b9373,soda,primary,en
food_34ea0b85,soft custard,primary,en
food_34ea0b85,stirred,regional,hi
food_d656967d,sohan papdi,primary,en
food_52cc9004,sol kadhi,primary,en
food_588a795a,sooji halwa,primary,en
food_20aaba46,soonvali,primary,en
food_e6c106f0,sorpotel,primary,en
food_9b2c194c,sour cream,primary,en
food_8924777f,sour cream potato salad,primary,en
food_fe2923fd,sour lentils,primary,en
food_fe2923fd,khatti dal,regional,hi
food_fe01b4fc,soy milk,primary,en
food_00b3cbdc,soy sauce,primary,en
food_458eea28,soya chikki,primary,en
food_e409b3b6,soya chunks and peas,primary,en
food_e409b3b6,nutrinugget matar,regional,hi
food_9ccd49f6,soya chunks korma,primary,en
food_9ccd49f6,nutrinugget korma,regional,hi
food_3ebfb49f,soya chunks sweet and sour,primary,en
food_3ebfb49f,nutrinugget sweet and sour,regional,hi
food_bbc9e242,soya roti,primary,en
food_c7da21de,soya seekh kebab,primary,en
food_43379278,soyabean curry,primary,en
food_3a05f141,soyabean muthias,primary,en
food_1a72eac7,soyabean namak paras,primary,en
food_f448390b,soyabean tikki,primary,en
food_d70514ea,soyrizo,primary,en
food_f1f68ea8,spaghetti,primary,en
food_b708e3ec,spaghetti and cheese balls in tomato sauce,primary,en
food_51a71595,spaghetti bolognese,primary,en
food_95f619e8,spaghetti with meat balls and tomato sauce,primary,en
food_8a32f255,spaghetti with paneer balls and tomato sauce,primary,en
food_70ff83d9,spanish omelette/omlet,primary,en
food_7463a999,spanish rice,primary,en
food_2a9545de,spicy chutney sandwich,primary,en
food_c4bd9b3a,spicy corn chaat,primary,en
food_87bfc71a,spicy mustard,primary,en
food_b49dcd48,spinach and paneer souffle,primary,en
food_04a4a2b7,spinach and potato,primary,en
food_04a4a2b7,palak aloo,regional,hi
food_48a00da6,spinach artichoke dip,primary,en
food_1a9c2ba5,spinach burfi,primary,en
food_1a9c2ba5,palak burfi,regional,hi
food_6fefbd44,spinach chickpeas cutlet,primary,en
food_6fefbd44,palak channa dal cutlet,regional,hi
food_dd995a3b,spinach khichri,primary,en
food_dd995a3b,palak khichri/khichdi,regional,hi
food_a23142ac,spinach kofta curry,primary,en
food_a23142ac,palak kofta curry,regional,hi
food_892dbf22,spinach mushroom,primary,en
food_892dbf22,palak mushroom,regional,hi
food_8eab7b70,spinach mushroom scrambled egg,primary,en
food_8eab7b70,palak mushroom bhurji,regional,hi
food_1455ec17,spinach mutton,primary,en
food_1455ec17,palak mutton,regional,hi
food_e847e71a,spinach pakora/pakoda,primary,en
food_e847e71a,palak pakoda,regional,hi
food_85a8c006,spinach paneer,primary,en
food_85a8c006,palak paneer,regional,hi
food_84ef71de,spinach paneer kofta curry,primary,en
food_84ef71de,palak paneer kofta curry,regional,hi
food_92d5c0d8,spinach peanut burfi,primary,en
food_92d5c0d8,palak aur mungfali ki burfi,regional,hi
food_2e1ff877,spinach peanut namak paras,primary,en
food_2e1ff877,palak moongfali namak paras,regional,hi
food_46ba02f7,spinach poori,primary,en
food_46ba02f7,palak poori,regional,hi
food_9d441c04,spinach raita,primary,en
food_9d441c04,palak ka raita,regional,hi
food_d082d59a,spinach souffle,primary,en
food_53b04c9f,spinach soup,primary,en
food_53b04c9f,palak ka soup,regional,hi
food_bf91064c,spinach soup in milk,primary,en
food_32aa22eb,split bengal gram burfi/fudge,primary,en
food_32aa22eb,channa dal burfi,regional,hi
food_5bff05c6,split bengal gram dal,primary,en
food_5bff05c6,channa dal,regional,hi
food_f82b458c,split bengal gram dal and vegetable pulao,primary,en
food_f82b458c,channa dal and vegetable pulao,regional,hi
food_0c6b9733,split bengal gram sweet rice,primary,en
food_0c6b9733,channa dal sweet rice,regional,hi
food_613d6b72,split bengal gram with bottle gourd,primary,en
food_613d6b72,channa dal with ghiya/lauki,regional,hi
food_ea883282,split pea soup,primary,en
food_11f926b3,sponge cake,primary,en
food_bf464456,sponge dosa,primary,en
food_afc10fb8,spring basket salad,primary,en
food_54b9fdaf,spring roll,primary,en
food_0c57b817,sprouted moong dal chat,primary,en
food_16ac8fff,sprouted moong daliya,primary,en
food_d82d3eea,sprouted moong parantha/paratha,primary,en
food_7e73cbbe,sprouted moong poha,primary,en
food_8bc35e23,sprouted moong pulao,primary,en
food_279986cd,sprouted moong raita,primary,en
food_d7ea70d2,sprouted moong salad,primary,en
food_289a4969,sprouts upma,primary,en
food_d69a547a,sriracha,primary,en
food_ea7f4736,stale bread,primary,en
food_7d6db970,starfruit preserves,primary,en
food_51ed8025,steamed broccoli,primary,en
food_d061dc42,steamed cake with chocolate sauce,primary,en
food_13ab852b,steamed orange pudding,primary,en
food_db029e26,steeped hot coffee,primary,en
food_457f49bb,stewed apple,primary,en
food_881df523,stewed apple with custard,primary,en
food_2c4eca8c,stewed fruit,primary,en
food_2c4eca8c,with pear,regional,hi
food_5404b739,sticky rice,primary,en
food_8e80cc7a,strawberry and vanilla cake with butter icing,primary,en
food_3e4bc22a,strawberry ice cream,primary,en
food_a941f9d2,string cheese,primary,en
food_9ff4ea05,stuffed baked potatoes,primary,en
food_d7f12a3d,stuffed bittergourd,primary,en
food_d7f12a3d,wet,regional,hi
food_d7f12a3d,dry,regional,hi
food_a28fb5ff,stuffed bottle gourd,primary,en
food_a28fb5ff,stuffed ghiya/lauki,regional,hi
food_9f301619,stuffed brinjal,primary,en
food_9f301619,bharwa baingan,regional,hi
food_7ec402db,stuffed capsicum,primary,en
food_7ec402db,bharwa shimla mirch,regional,hi
food_d0223147,stuffed egg omelette/omlet,primary,en
food_936d5a61,stuffed grape leaves,primary,en
food_d00b1951,stuffed okra,primary,en
food_d00b1951,bharwa bhindi,regional,hi
food_8a567d66,stuffed round gourd,primary,en
food_8a567d66,bharwa tinde,regional,hi
food_1db1af6a,stuffed tomatoes,primary,en
food_1db1af6a,bharwa tamatar,regional,hi
food_af413061,submarine sandwich,primary,en
food_9c51da22,sugar,primary,en
food_5c96c75c,sukhdi,primary,en
food_cb781a26,sumac,primary,en
food_7829ce6e,summer cooler,primary,en
food_16256c82,sunflower cookies,primary,en
food_4934964f,sunga pitha,primary,en
food_c78b9c33,sunga pork,primary,en
food_9a5baa0f,sunset and sunrise open sandwich,primary,en
food_2dda5ca5,supplì,primary,en
food_6d2f5463,surnoli,primary,en
food_0f4edb24,surti egg ghotala,primary,en
food_7b463526,surti ghari,primary,en
food_e8c2c303,surti locho,primary,en
food_64a17d74,surti sev khamani,primary,en
food_0178fbbe,sutarfeni,primary,en
food_7d412419,sweet & sour chicken,primary,en
food_30f6184e,sweet and salty biscuit,primary,en
food_30f6184e,meethay aur namkeen biscuit,regional,hi
food_e47ee109,sweet and sour tomato pickle,primary,en
food_e47ee109,khatta meetha tamatar ka achaar,regional,hi
food_a59cc1ca,sweet chili sauce,primary,en
food_6f568857,sweet corn soup,primary,en
food_f7d87f08,sweet couscous dessert,primary,en
food_5e08bbc3,sweet lassi,primary,en
food_5e08bbc3,meethi lassi,regional,hi
food_9fdc96a3,sweet lemon pickle,primary,en
food_9fdc96a3,neembu ka meetha achaar,regional,hi
food_d24e2c66,sweet open sandwich,primary,en
food_466c36e0,sweet peach pickle,primary,en
food_466c36e0,aadoo ka achaar,regional,hi
food_3b9e403b,sweet plain biscuit,primary,en
food_aab89b5a,sweet poori,primary,en
food_aab89b5a,meethi poori,regional,hi
food_421dded9,sweet potato,primary,en
food_9e88794c,sweet potato biscuit,primary,en
food_9e88794c,shakarkand ke biscuit,regional,hi
food_b4e51bb5,sweet raita,primary,en
food_b4e51bb5,meetha raita,regional,hi
food_c8a22613,sweet rice,primary,en
food_c8a22613,meethe chawal,regional,hi
food_e56d406f,sweet split chickpea roti,primary,en
food_e56d406f,sweet channa dal roti/puranpoli,regional,hi
food_c5249a76,sweet tea,primary,en
food_512bc435,sweet vermouth,primary,en
food_b0326446,sweet wheat porridge,primary,en
food_b0326446,sweet dalia,regional,hi
food_223efc89,sweetened yogurt,primary,en
food_223efc89,shrikhand,regional,hi
food_10008d81,swiss cheese,primary,en
food_0439e830,swiss roll,primary,en
food_69494cc1,t-bone steak,primary,en
food_b06cf7b8,tabak maaz,primary,en
food_1f67062f,tabouli,primary,en
food_dd7ab8b1,tagliatelle al ragù,primary,en
food_0506baab,tahini,primary,en
food_3469d232,tahini sauce,primary,en
food_6b22226a,talaumein soup,primary,en
food_03a07c07,talawa gosht,primary,en
food_a776011f,talit macchi,primary,en
food_e21736c8,tamarind chutney,primary,en
food_e21736c8,chintapandu pachadi/puli chutney,regional,hi
food_a4e5f4ff,tamarind rice,primary,en
food_a4e5f4ff,chintapandu pulihora/puliyodharai/puli sadam/huli anna,regional,hi
food_5defbcd2,tamatar chaat,primary,en
food_4c617809,tandoori chicken,primary,en
food_62362169,tandoori fish,primary,en
food_fea23da3,tandoori fish tikka,primary,en
food_1af3742e,tandoori parantha/paratha,primary,en
food_d3315006,tapioca pearls,primary,en
food_f014cec2,tartar sauce,primary,en
food_f28b185d,tartare sauce,primary,en
food_f2074963,tehri,primary,en
food_d26af304,tempeh,primary,en
food_23436a5b,tenga doi,primary,en
food_6006a8dc,thai basil,primary,en
food_4a585292,thai iced tea,primary,en
food_a4e6fcf6,thalipeeth,primary,en
food_0f887ff8,thandai,primary,en
food_e225ea46,thattai,primary,en
food_3acf43f0,thayir sadam,primary,en
food_4c14b6ec,theeyal,primary,en
food_4fe7d8c7,thekua,primary,en
food_e10337e5,thengai sadam,primary,en
food_e51a1e12,thepla,primary,en
food_7704c6ce,thickened sweetened milk,primary,en
food_7704c6ce,rabri,regional,hi
food_c11d816a,thoran,primary,en
food_d41d219a,thousand island dressing,primary,en
food_568d6ca2,thukpa,primary,en
food_dde837e6,til pitha,primary,en
food_752fa224,tilapia,primary,en
food_14ed59f6,tiramisu,primary,en
food_bb7d43c8,tofu,primary,en
food_66e33e4c,tofu scramble,primary,en
food_92f49c2b,tofu stir-fry,primary,en
food_63bce2ed,tomato,primary,en
food_b7dd509c,tomato and cucumber sandwich,primary,en
food_b7dd509c,tamatar aur kheere ka sandwich,regional,hi
food_a49b0a39,tomato aspic,primary,en
food_ee705f29,tomato chicken,primary,en
food_1e994e83,tomato chutney,primary,en
food_1e994e83,tamatar ki chutney,regional,hi
food_6e38c413,tomato fish,primary,en
food_d30e90bf,tomato ginger chutney,primary,en
food_d30e90bf,tamatar adarak ki chutney,regional,hi
food_69150c8c,tomato ketchup,primary,en
food_dc68bab5,tomato onion raita,primary,en
food_dc68bab5,tamatar aur pyaaz ka raita,regional,hi
food_3a2e491e,tomato puree,primary,en
food_ae66adef,tomato sandwich,primary,en
food_ae66adef,grilled,regional,hi
food_13342bdb,tomato sauce,primary,en
food_850c9fdd,tomato soup,primary,en
food_d67f0349,tortilla chips,primary,en
food_08160cc1,tossed green salad,primary,en
food_3c2a9004,tossed salad,primary,en
food_38bfcf44,trail mix,primary,en
food_742b9d5e,triffle pudding,primary,en
food_11067de2,trofie pasta,primary,en
food_b2381a04,tudkiya bhath,primary,en
food_2da3959f,tuna,primary,en
food_335c3438,tuna melt,primary,en
food_cab045fd,tuna salad,primary,en
food_79146472,tuna sauce,primary,en
food_be2522ff,tunday kababi,primary,en
food_4def78ff,tungrymbai,primary,en
food_ddbb768a,turiya patra vatana sabji,primary,en
food_0493ec10,turkey bacon,primary,en
food_fc18eff0,turkey burger,primary,en
food_7969bc5f,turkey chili,primary,en
food_61d178b4,turkey sandwich,primary,en
food_4fd40f5b,turkey sausage,primary,en
food_2213ee70,turkish coffee,primary,en
food_98a28709,turmeric,primary,en
food_c062f02b,tutti fruitti biscuit,primary,en
food_3468818b,tutti frutti cake,primary,en
food_eaa10fc2,tzatziki sauce,primary,en
food_8d9bbbe9,udupi sambar,primary,en
food_4c85581d,undhiyu,primary,en
food_52cbf36c,unniyappam,primary,en
food_a3e65aa6,upma,primary,en
food_36855ecc,upmaa,primary,en
food_0f0875e5,urad sabut special,primary,en
food_ffb41935,urad special dehusked,primary,en
food_ef294d20,uttapam,primary,en
food_07a42b05,vada,primary,en
food_f2f44da6,vada pav,primary,en
food_e4e7172b,vangi bath,primary,en
food_309aeb1b,vanilla ice cream with apples in hot cherry sauce,primary,en
food_f1207d64,vanilla ice cream with egg,primary,en
food_56e852ec,vanilla ice cream without egg,primary,en
food_68595840,vanilla souffle,primary,en
food_faed8b8d,varuval,primary,en
food_24a2e5cc,vawksa rep,primary,en
food_4c4ae76e,veal parmesan,primary,en
food_37c0328f,veg kolhapuri,primary,en
food_865e7d07,veg manchurian,primary,en
food_10de767d,veg paneer stew,primary,en
food_981dc6cd,vegetable and cheese pie,primary,en
food_d0ad3b8c,vegetable and mayonnaise sandwich,primary,en
food_e22510a5,vegetable biryani/biriyani,primary,en
food_4aba19ca,vegetable broth,primary,en
food_8ce5f9cb,vegetable burger,primary,en
food_90947301,vegetable chowmein,primary,en
food_3b828585,vegetable curry with coconut,primary,en
food_cba0afdb,vegetable cutlet,primary,en
food_4b7006cd,vegetable jalfrezi,primary,en
food_faabf017,vegetable khichdi/khichri,primary,en
food_fa43c4d0,vegetable mix,primary,en
food_bca3d5cc,vegetable namkeen jave,primary,en
food_e0dd5842,vegetable pancake,primary,en
food_a76040c4,vegetable patties,primary,en
food_3fdb1caa,vegetable poha,primary,en
food_cbfb5732,vegetable samosa,primary,en
food_52846278,vegetable seekh kebab,primary,en
food_9c34ce07,vegetable soup,primary,en
food_97c21cee,vegetable stock,primary,en
food_de6d4dc5,vegetable upma,primary,en
food_db708b7a,vegetable yakhni,primary,en
food_f10722ad,vegetables stir fry,primary,en
food_a803aaea,vegetarian club sandwich,primary,en
food_1f690c36,vegetarian egg kofta curry,primary,en
food_fc5a4eb4,vegetarian nargisi kofta curry,primary,en
food_b9c67ea3,vegeterian scotch egg,primary,en
food_b5574525,veggie burger,primary,en
food_50208318,veggie straws,primary,en
food_2fe0624e,vermicelli kheer,primary,en
food_2fe0624e,semiya/seviyan ki kheer,regional,hi
food_07a86143,vermicelli porridge,primary,en
food_07a86143,semiya/seviyan porridge,regional,hi
food_9a6ccf34,vermicelli upma,primary,en
food_9a6ccf34,semiya/seviyan upma,regional,hi
food_2000cbb4,victorian sandwich cake,primary,en
food_3c7a3d16,vindaloo,primary,en
food_3c82f2ac,vitello tonnato,primary,en
food_3bbc3919,vodka,primary,en
food_bc7db2c0,vodka soda,primary,en
food_367e0560,waffle cone,primary,en
food_67276323,waffles,primary,en
food_eefac99f,wahan mosdeng,primary,en
food_c2bc9176,waldroff salad,primary,en
food_16137192,walnut chutney,primary,en
food_16137192,akhrot ki chutney,regional,hi
food_e79242d4,walnuts,primary,en
food_b6e53c88,wasabi,primary,en
food_e80098ab,washed moong dal,primary,en
food_e80098ab,dhuli moong ki dal,regional,hi
food_c324167b,washed urad dal,primary,en
food_c324167b,dhuli urad ki dal,regional,hi
food_83190a69,water cracker,primary,en
food_504a7b89,watercress sandwich,primary,en
food_d9687529,watermelon,primary,en
food_fddb5733,wheat and gram flour ladoo,primary,en
food_fddb5733,atta besan ladoo,regional,hi
food_26523a37,wheat cake,primary,en
food_c67db1bd,wheat flakes,primary,en
food_c1635a9e,wheat flour and moong dal burfi,primary,en
food_c1635a9e,atta aur moong dal ki burfi,regional,hi
food_84f28efb,wheat flour and nuts ladoos,primary,en
food_84f28efb,atta nuts ladoos,regional,hi
food_28d7a2a8,wheat upma,primary,en
food_d44ff679,whey soup,primary,en
food_a09dd068,whiskey,primary,en
food_10d1bf72,white beans,primary,en
food_8f62c9d2,white bread,primary,en
food_630e7c55,white rice,primary,en
food_33e2be47,white sauce,primary,en
food_33e2be47,thin,regional,hi
food_33e2be47,medium,regional,hi
food_33e2be47,thick,regional,hi
food_6e474250,white stock,primary,en
food_da8b1622,white wine,primary,en
food_819e61a3,white wine sauce,primary,en
food_eab43bad,whole masoor,primary,en
food_eab43bad,masoor ki dal,regional,hi
food_80580126,whole moong,primary,en
food_80580126,moong ki dal,regional,hi
food_1e5a69a2,whole moth,primary,en
food_1e5a69a2,moth ki dal,regional,hi
food_24e6820a,whole urad,primary,en
food_24e6820a,urad ki dal,regional,hi
food_a7645d74,whole wheat toast,primary,en
food_6f0c4026,wild rice,primary,en
food_28c828db,woodapple juice,primary,en
food_28c828db,bel ka sharbat,regional,hi
food_03ad454d,xacuti chicken,primary,en
food_ff9c423f,yak meat curry,primary,en
food_955c6494,yakhni,primary,en
food_df81d38a,yam fried,primary,en
food_df81d38a,zimikand/suran fried,regional,hi
food_1f247b23,yam kofta curry,primary,en
food_1f247b23,zimikand/suran kofta curry,regional,hi
food_e5e457f1,yellow rice,primary,en
food_64332ae8,yelumicham sadam,primary,en
food_14170702,za'atar,primary,en
food_56ee4ed6,zan,primary,en
food_3f2b9e59,zunka,primary,en
